name	alternative_names	osm_type	osm_id	class	type	lon	lat	place_rank	importance	street	city	county	state	country	country_code	display_name	west	south	east	north	wikidata	wikipedia	housenumbers
South Second avenue	""	way	85705707	highway	residential	-69.8869658	12.4214898	22	0.2	South Second avenue	Aruba	""	Aruba	The Netherlands	nl	South Second avenue, Sero Colorado, Aruba, Aruba, Nederland	-69.8880402	12.4198446	-69.8846202	12.4224788	""	""	SCO 160, SCO 126, SCO 71, SCO 146, SCO 162, SCO 167, SCO 150, SCO 67, SCO 78, SCO 77, SCO 69, SCO 72, SCO 79
Soufrierestraat	""	way	30423323	highway	residential	-69.8923568	12.4349542	22	0.2	Soufrierestraat	Aruba	""	Aruba	The Netherlands	nl	Soufrierestraat, Aruba, Aruba, Nederland	-69.8923588	12.4340320	-69.8923561	12.4358764	""	""	QUI 19, MSC 20, MSC 22, FEU 19
Souax West Kayaz	""	way	97993191	highway	residential	-68.9755337	12.1744596	22	0.2	Souax West Kayaz	Curaçao	""	Curaçao	The Netherlands	nl	Souax West Kayaz, Curaçao, Curaçao, Nederland	-68.9756440	12.1730103	-68.9752253	12.1758807	""	""	54
Souax West Kaya EE	""	way	308680593	highway	residential	-68.9730416	12.1708196	22	0.2	Souax West Kaya EE	Curaçao	""	Curaçao	The Netherlands	nl	Souax West Kaya EE, Curaçao, Curaçao, Nederland	-68.9734449	12.1704814	-68.9724706	12.1708905	""	""	
Sorsacaweg	""	way	267494833	highway	residential	-68.8998972	12.1050062	22	0.2	Sorsacaweg	Curaçao	""	Curaçao	The Netherlands	nl	Sorsacaweg, Curaçao, Curaçao, Nederland	-68.9008410	12.1049293	-68.8989488	12.1051229	""	""	14, 2, 19, 4, 1, 12
Sorsacastraat	""	way	31675801	highway	residential	-70.0171165	12.5189454	22	0.2	Sorsacastraat	Aruba	""	Aruba	The Netherlands	nl	Sorsacastraat, Aruba, Aruba, Nederland	-70.0182993	12.5187168	-70.0158981	12.5193046	""	""	CTS 36, SOR 19, SOR 1, SOR 12, SOR 15, SOR 6, SOR 7, SOR 10, SOR 11, SOR 16, SOR 18, SOR 17, SOR 22, SOR 20, SOR 26, SOR 5, SOR 8, SOR 4, SOR 12, SOR 13, SOR 14, SOR 21, SOR 23, SOR 24, SOR 28, SOR 3, SOR 1 A
Sombre	""	way	30287132	highway	residential	-69.9619996	12.5123608	22	0.2	Sombre	Aruba	""	Aruba	The Netherlands	nl	Sombre, Aruba, Aruba, Nederland	-69.9687524	12.5113293	-69.9580817	12.5133332	""	""	SOM 14 G, SOM 19 C, SOM 2, SOM 22 A, SOM 28 D, SOM 24 B, SOM 32, URA 30 C, SOM 3, URA 1 D, SOM, PIC 12 A, PIC 12 A, PIC 5, PIC 7 A, PIC 8 K, URA 12, URA 16 C, URA 19 B, URA 25, URA 26, WAR 32 A, WAR 37, SOM 26, SOM 32 B, URA 12 A, URA 17, URA 17, URA 19, WAR 32, PIC 7 C, PIC 8 D, PIC 8 G, PIC 8 N, URA 24 B, URA 23, URA 28 A, KAB 50, SOM 14 D, SOM 14 F, SOM 14 H, SOM 14, SOM 16 D, SOM 16, SOM 19 B, SOM 19 A, SOM 3 E, SOM 3 C, URA 1, URA 30 C, SOM 15, PIC 1, PIC 12, PIC 13 G, PIC 13, PIC 3, PIC 2, PIC 6, PIC 7 D, PIC 8 H, PIC 8 M, PIC 8 S, PIC 8 Y, PIC 8 W, PIC 8 X, PIC 8 Z, PIC 8 U, SOM 14 J, SOM 26 C, URA 22, URA 24 A, URA 24 M, URA 24 Q, URA 24, URA 26 A, URA 26 C, URA 27, URA 28, URA 29, URA 30 B, URA 30, URA 30, URA 30, URA 32, URA, URA, PIC 7, PIC 9, PIC 7, WAR 35, WAR 38, WAR 40, URA 11 A, URA 11 D, URA 13, URA 13, URA 14, URA 15 B, URA 15, WAR, URA 1 D, URA 1 D, URA 1 D, SOM 14 B, SOM 14 C, SOM 14 E, SOM 15 E, SOM 16 A, SOM 16 A, SOM 17, SOM 18 C, SOM 17, SOM 18 C, SOM 18, SOM 2 A, SOM 2 C, SOM 21 C, SOM 22 B, SOM 22 C, SOM 21, SOM 22 D, SOM 22, SOM 25, SOM 29, SOM 29 A, SOM 3 A, SOM 24 B, SOM 3 A, SOM 3 B, SOM 31, SOM 34, SOM 5 T, SOM 34 A, SOM 4, SOM 5, SOM 5 A, SOM 33, SOM, SOM, URA 1 F, URA 15 A, URA 14 E, URA 16, WAR 36 A, WAR, SOM 36, SOM 32, PIC 1, PIC 12, PIC 8 C, PIC 8 E, PIC 6, PIC 8 L, PIC 8 P, PIC 8 Q, PIC 8 T, PIC 8, PIC 8 R, PIC 8 V, PIC, SOM 14 A, SOM 14 B, SOM 18 C, SOM 19 D, SOM 19 E, SOM 19 G, SOM 19 F, SOM 2 B, SOM 19, SOM 21 A, SOM 21 A, SOM 21, SOM 22 E, SOM 32 A, SOM, URA 21, URA 20, URA 26 B, URA 26 P, URA 29 C, URA 31 A, URA 31, URA 31, URA 32 A, URA, PIC 13 G, PIC 7 B, WAR 39, WAR 40, KAB 49 K, KAB 49 A, KAB, SOM 5 P, URA 1 A, URA 1
Sombrerostraat	""	way	96987516	highway	residential	-68.9304991	12.1473727	22	0.2	Sombrerostraat	Curaçao	""	Curaçao	The Netherlands	nl	Sombrerostraat, Curaçao, Curaçao, Nederland	-68.9322847	12.1454021	-68.9294736	12.1489033	""	""	11
Solo	""	way	31675971	highway	residential	-70.0202874	12.5211026	22	0.2	Solo	Aruba	""	Aruba	The Netherlands	nl	Solo, Aruba, Aruba, Nederland	-70.0207870	12.5210471	-70.0198188	12.5212318	""	""	SOO 13, SOO 12, SOO 26, SOO 25, JUP 48, SOO 18, SOO 19, SOO 21, SOO 24, SOO 25, SOO 23, SOO 30, SOO 11, SOO 19 A, SOO 20, CL 7, SOO 14, SOO 27, SOO 32
Solito	""	way	164439446	highway	residential	-70.0288168	12.5301048	22	0.2	Solito	Aruba	""	Aruba	The Netherlands	nl	Solito, Aruba, Aruba, Nederland	-70.0294905	12.5280556	-70.0261817	12.5321560	""	""	KOS 62 B, KOS 62, PMR, SB 265 A, KOS z/n, PMR 16, PMR 34, SOL 150, SOL 152, SOL 176, SOL 42 A, SOL 50 A, SOL z/n, KOS z/n, KOS, PMR 14, PMR 18, SB 265, SB 267 A, SOL 108, SOL 12, SOL 124, SOL 134, SOL 140, SOL 146, SOL 154, SOL 158, SOL 160, SOL 164, SOL 166, SOL 170, SOL 170 A, SOL 178, SOL 182, SOL 46, SOL 52, SOL 50, SOL 54, SOL 58, SOL 64, SOL 60, SOL 68, SOL 66, SOL 70 A, SOL 78 A, SOL 76, SOL 72, SOL 78, SOL 80, SOL 88, SOL 86, SOL 90, SOL 96, SOL, SOL, SOL 94, TL 2 A, TL 30, KOS 62 D, PMR 13, PMR 19, PMR 20, PMR 65, SB 263, SOL 138, SOL 172, SOL 56, SOL 70, SOL 74, SOL 8, SOL 84, SOL 82, SOL 92, PMR 36, PMR 38, PMR, SOL 142, SOL 148, SOL 162, SOL 44, SOL 42, SOL 48 A, SOL 48, SOL 50 A, SOL 58, TL 2, PMR 17, PMR 15, SB 243, SB 267, PMR 40, SOL 58 A
Solito	""	node	4599172450	place	neighbourhood	-70.0279261	12.5293830	22	0.2	""	Aruba	""	Aruba	The Netherlands	nl	Solito, Aruba, Aruba, Nederland	-70.0279261	12.5293830	-70.0279261	12.5293830	""	""	""
Soldatenweg	""	way	30349256	highway	residential	-68.9116924	12.1505840	22	0.2	Soldatenweg	Curaçao	""	Curaçao	The Netherlands	nl	Soldatenweg, Curaçao, Curaçao, Nederland	-68.9125452	12.1503336	-68.9109155	12.1510198	""	""	2, 5, 10, 11, 1
Soeur Gerardaweg	""	way	139205729	highway	residential	-68.9498808	12.1213416	22	0.2	Soeur Gerardaweg	Curaçao	""	Curaçao	The Netherlands	nl	Soeur Gerardaweg, Curaçao, Curaçao, Nederland	-68.9504138	12.1212056	-68.9493479	12.1214776	""	""	
Socratesstraat	""	way	30831375	highway	residential	-68.9053451	12.0958192	22	0.2	Socratesstraat	Curaçao	""	Curaçao	The Netherlands	nl	Socratesstraat, Curaçao, Curaçao, Nederland	-68.9075404	12.0945019	-68.9031064	12.0966992	""	""	17, 71, 3, 26, 25, 22, 1a, 20, 28, 24
Socotoro	""	node	4599172449	place	neighbourhood	-70.0369597	12.5269742	22	0.2	""	Aruba	""	Aruba	The Netherlands	nl	Socotoro, Aruba, Aruba, Nederland	-70.0369597	12.5269742	-70.0369597	12.5269742	""	""	""
Socotorolaan	""	way	38239161	highway	residential	-70.0367942	12.5233918	22	0.2	Socotorolaan	Aruba	""	Aruba	The Netherlands	nl	Socotorolaan, Aruba, Aruba, Nederland	-70.0384673	12.5232121	-70.0350326	12.5236491	""	""	SOC 36, WET 20 A, SOC 25, SOC 29, SOC 31, SOC 12, SOC 14, SOC 28, SOC 32, SOC 38, SOC 37, SOC 3, SOC 20, SOC 18, SOC 26, SOC 30, SOC 34, SOC 40, SOC 27, SOC 7, SOC 1, SOC 5, SOC 33 B
Slokeweg	""	way	31683548	highway	residential	-68.8935676	12.1387276	22	0.2	Slokeweg	Curaçao	""	Curaçao	The Netherlands	nl	Slokeweg, Curaçao, Curaçao, Nederland	-68.8947347	12.1387276	-68.8924109	12.1391071	""	""	16
Sittardstraat	""	way	364775252	highway	residential	-68.9173582	12.0994004	22	0.2	Sittardstraat	Curaçao	""	Curaçao	The Netherlands	nl	Sittardstraat, Curaçao, Curaçao, Nederland	-68.9178257	12.0987475	-68.9168144	12.0999928	""	""	
Sisalstraat	""	way	97831713	highway	residential	-68.9495419	12.1145138	22	0.2	Sisalstraat	Curaçao	""	Curaçao	The Netherlands	nl	Sisalstraat, Curaçao, Curaçao, Nederland	-68.9495525	12.1140464	-68.9495314	12.1149813	""	""	
Sisal Straat	""	way	31677762	highway	residential	-70.0333937	12.5332671	22	0.2	Sisal Straat	Aruba	""	Aruba	The Netherlands	nl	Sisal Straat, Aruba, Aruba, Nederland	-70.0338196	12.5332205	-70.0329678	12.5333138	""	""	PI 36, SIS 32, SIS 31 A
Sisalstraat	""	way	25568585	highway	residential	-70.0331949	12.5349089	22	0.2	Sisalstraat	Aruba	""	Aruba	The Netherlands	nl	Sisalstraat, Aruba, Aruba, Nederland	-70.0331958	12.5325332	-70.0329060	12.5373129	""	""	SIS 25, SIS 29, SIS 1, SIS 10, SIS 2, TUN 14, SIS 5, SIS 14, SIS 31, SIS 6, SIS 7, SIS 9, TUN 13, SIS 14, SIS 16, SIS 17, SIS 18, SIS 19, SIS 22, SIS 24, SIS 27, SIS 30, SIS 28, SIS 33, BRB 12 A, SIS 11, SIS 12, SIS 20, SIS 26, SIS 3
Siouxweg	""	way	166303993	highway	residential	-68.9169397	12.1454063	22	0.2	Siouxweg	Curaçao	""	Curaçao	The Netherlands	nl	Siouxweg, Curaçao, Curaçao, Nederland	-68.9180668	12.1447846	-68.9156957	12.1454414	""	""	8, 10, 6, 2, 24, 26, 20, 6
Siouxstraat	""	way	30422317	highway	residential	-69.9153107	12.4473883	22	0.2	Siouxstraat	Aruba	""	Aruba	The Netherlands	nl	Siouxstraat, Aruba, Aruba, Nederland	-69.9162930	12.4472272	-69.9143273	12.4475557	""	""	RMJ 13, SIO 1, SIO 16, SIO, SIO 7, SIO 11, SIO 13, SIO 17, SIO 9, SIO 2, SIO 9
Sint Vincentweg	""	way	96748238	highway	residential	-68.9383606	12.1473734	22	0.2	Sint Vincentweg	Curaçao	""	Curaçao	The Netherlands	nl	Sint Vincentweg, Curaçao, Curaçao, Nederland	-68.9388003	12.1473317	-68.9379209	12.1474151	""	""	
Sint Michielsbaai	""	way	26973981	highway	residential	-68.9987070	12.1465937	22	0.2	Sint Michielsbaai	Curaçao	""	Curaçao	The Netherlands	nl	Sint Michielsbaai, Curaçao, Curaçao, Nederland	-68.9987190	12.1456453	-68.9986330	12.1475389	""	""	18
Sint Kittsweg	""	way	96748114	highway	residential	-68.9384664	12.1478094	22	0.2	Sint Kittsweg	Curaçao	""	Curaçao	The Netherlands	nl	Sint Kittsweg, Curaçao, Curaçao, Nederland	-68.9389003	12.1477693	-68.9380325	12.1478494	""	""	
Sint Joris Garden	""	way	305494925	highway	residential	-68.8505543	12.1213299	22	0.2	Sint Joris Garden	Curaçao	""	Curaçao	The Netherlands	nl	Sint Joris Garden, Curaçao, Curaçao, Nederland	-68.8512582	12.1205939	-68.8502720	12.1222590	""	""	
Sint Johnsweg	""	way	48923774	highway	residential	-68.9317716	12.1453630	22	0.2	Sint Johnsweg	Curaçao	""	Curaçao	The Netherlands	nl	Sint Johnsweg, Curaçao, Curaçao, Nederland	-68.9330860	12.1452889	-68.9290520	12.1457274	""	""	28, 33, 6, 31, 27
Sint Jacob	""	node	3196517980	place	neighbourhood	-68.9225816	12.1683172	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Sint Jacob, Curaçao, Curaçao, Nederland	-68.9225816	12.1683172	-68.9225816	12.1683172	""	""	""
Sint Helenastraat	""	way	97831481	highway	residential	-68.9516662	12.1216701	22	0.2	Sint Helenastraat	Curaçao	""	Curaçao	The Netherlands	nl	Sint Helenastraat, Curaçao, Curaçao, Nederland	-68.9524038	12.1210736	-68.9515185	12.1217077	""	""	12
Sint Helena	""	node	3196411035	place	neighbourhood	-68.9558318	12.1249287	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Sint Helena, Curaçao, Curaçao, Nederland	-68.9558318	12.1249287	-68.9558318	12.1249287	""	""	""
Sint Croixweg	""	way	96987591	highway	residential	-68.9317398	12.1472829	22	0.2	Sint Croixweg	Curaçao	""	Curaçao	The Netherlands	nl	Sint Croixweg, Curaçao, Curaçao, Nederland	-68.9319579	12.1470598	-68.9308726	12.1479584	""	""	
Sint Barthsweg	""	way	96642145	highway	residential	-68.9337331	12.1421720	22	0.2	Sint Barthsweg	Curaçao	""	Curaçao	The Netherlands	nl	Sint Barthsweg, Curaçao, Curaçao, Nederland	-68.9338397	12.1415479	-68.9320568	12.1437863	""	""	
Sinfoniastraat	""	way	31675763	highway	residential	-70.0133855	12.5153420	22	0.2	Sinfoniastraat	Aruba	""	Aruba	The Netherlands	nl	Sinfoniastraat, Aruba, Aruba, Nederland	-70.0136385	12.5152690	-70.0131324	12.5154150	""	""	MDL 34, MRA 33, MDL 32
Simonstrubustraat	""	way	97726282	highway	residential	-68.9598479	12.1247524	22	0.2	Simonstrubustraat	Curaçao	""	Curaçao	The Netherlands	nl	Simonstrubustraat, Curaçao, Curaçao, Nederland	-68.9608551	12.1247329	-68.9594025	12.1255799	""	""	
Simon Platstraat	""	way	87046063	highway	residential	-69.9287513	12.4441853	22	0.2	Simon Platstraat	Aruba	""	Aruba	The Netherlands	nl	Simon Platstraat, Aruba, Aruba, Nederland	-69.9301482	12.4437929	-69.9272354	12.4445628	""	""	CC 50, SPS 17, SPS 15, SPS 29, SPS 5, SPS 9, SPS 19, CC 51 A, SPS 13, SPS 7, CC 54, CC 56, CC 57, SPS 14, SPS 25, SPS 23, CC 49, CC 51, CC 55, GPS 1, SPS 16, SPS 12, SPS 21
Silvesterstraat	""	way	262611488	highway	residential	-70.0344500	12.5733724	22	0.2	Silvesterstraat	Aruba	""	Aruba	The Netherlands	nl	Silvesterstraat, Kamay, Aruba, Aruba, Nederland	-70.0348379	12.5733395	-70.0340619	12.5734301	""	""	KA 15, KA 13 D, KA 3 C, KA 3 B, KA 13, KA 3 A, KA 3 D, KA 5, KA 6 A, KA 6, KA 6 A, KA 13 A
Sierra Madreweg	""	way	97831510	highway	residential	-68.9544566	12.1203571	22	0.2	Sierra Madreweg	Curaçao	""	Curaçao	The Netherlands	nl	Sierra Madreweg, Curaçao, Curaçao, Nederland	-68.9554444	12.1201765	-68.9531307	12.1204075	""	""	2
Sibeliusstraat	""	way	22972822	highway	residential	-70.0302016	12.5171906	22	0.2	Sibeliusstraat	Aruba	""	Aruba	The Netherlands	nl	Sibeliusstraat, Aruba, Aruba, Nederland	-70.0315669	12.5166615	-70.0286483	12.5176005	""	""	SIB 1, SIB 12 A, SIB 12, SIB 16, SIB 20, SIB 1 A, SIB 16, SIB 15, SIB 18 A, SIB 5, SIB 7, MCS 21, MCS 17, SIB 5, SIB 3, SIB 5, SIB 12, SIB 14, SIB 15, SIB 19, SIB 19, SIB 1 A, SIB 14, SIB 13, SIB 15, SIB 18, SIB 17, SIB 3, MCS 19, SIB 1 B, SIB 8, SIB 6
Shimarukustraat	""	way	38287628	highway	residential	-70.0189758	12.5126277	22	0.2	Shimarukustraat	Aruba	""	Aruba	The Netherlands	nl	Shimarukustraat, Aruba, Aruba, Nederland	-70.0192908	12.5123524	-70.0186586	12.5129004	""	""	SHM 4, SHM 2, SHM 3, SHM 6, SHM 1
Shimarucuweg	""	way	26953740	highway	residential	-68.8939713	12.1052795	22	0.2	Shimarucuweg	Curaçao	""	Curaçao	The Netherlands	nl	Shimarucuweg, Curaçao, Curaçao, Nederland	-68.8940428	12.1044534	-68.8937826	12.1060861	""	""	6
shete	""	way	30425071	highway	residential	-70.0043251	12.5286559	22	0.2	shete	Aruba	""	Aruba	The Netherlands	nl	shete, Aruba, Aruba, Nederland	-70.0094347	12.5236483	-69.9999774	12.5310833	""	""	RA 10 Z, RA 57 A, RA 57 A, RA Z/N, PRA 114, PRA 134 A, PRA 144 A, PRA 151, PRA 58 A, PRA 58 N, RA 27 W, RA 33 A, RA 33 C, RA 38 A, RA 38 C, PRA 182, PRA 184 C, SPP 31 A, PRA 198 A, SPP 29 A, PRA 58 O, PRA 58 P, RA 10, RA 35, RA 59 B, RA 61, PRA 174 A, PRA 179 B, PRA 182, PRA 181 B, PRA 187, PRA, PRA 104 B, PRA 108 L, PRA 142, PRA 144 B, PRA 149 C, PRA 190, PRA Z/N, PRA, RA 38 D, RA Z/N, RA 10 W, RA 10 Y, RA 63, MEI 37, MEI 39, PRA 198, RA 10 S, RA 10 T, RA 10, RA 10, RA 55, RA 58 A, RA 58, RA 58 B, RA 59, RA 60 A, RA 60, RA 60 B, RA 60 C, RA 65, RA Z/N, RA 8, PRA 100 E, PRA 100 F, PRA 102, PRA 104, PRA 106 B, PRA 106, PRA 108 A, PRA 108 F, PRA 108, PRA 114 A, PRA 196, PRA 198, PRA 58 E, PRA 58 G, PRA 58 U, PRA 58 R, PRA 58 Q, PRA 98 C, PRA 98 D, RA 27 O, RA 27 T, RA 33 B, RA 33 G, RA 36 B, RA 33 D, RA 37, RA 36, RA 38 A, PRA 177 D, PRA 179 K, PRA 179 C, PRA 181 A, PRA 181 C, PRA 138, PRA 140, PRA 140 A, PRA 144, PRA 146, PRA 148, PRA 149 B, PRA 149 D, PRA 149, PRA 152, PRA 156 B, PRA 157 D, PRA 158 A, PRA 158, PRA 160, PRA 162 A, PRA 192, PRA 190 B, PRA 194, PRA, PRA 174, PRA 179 C, PRA 179, PRA 183, PRA 184 B, PRA 184, PRA 185, RA 60 D, RA 68, RA 70, RA 68, PRA 186, SPP 31, PRA 178 F, PRA 100 A, PRA 100, PRA 58 Z, PRA 98 B, PRA 98 A, PRA, RA 27 S, RA 35 A, RA 34, RA, PRA 181, PRA 189, PRA 104 C, PRA 138 B, PRA 138 A, PRA 151 A, PRA 151 C, PRA 151, PRA 153, PRA 156 C, PRA 157 C, PRA 158 C, PRA 162, PRA 190 A, PRA 196 B, PRA 196, PRA 196 A, MEI 27 C, RA 10 Q, RA 10 R, RA 55 A, RA 56, RA 57, RA 59 A, RA 60, RA 60, RA 62, RA 63 A, RA 70, RA, RA 38 F, RA 38, RA z/n, RA Z/N
Shete	""	way	30263504	highway	residential	-69.9534782	12.5111431	22	0.2	Shete	Aruba	""	Aruba	The Netherlands	nl	Shete, Aruba, Aruba, Nederland	-69.9581125	12.5109408	-69.9487707	12.5119102	""	""	STE 13 A, STE 3 A, STE 2 C, STE 4 C, STE 5 B, STE 1, STE 10, STE 11 Y, STE 19, STE 2, STE 2 B, STE 9 C, STE Z/N, SF 28 D, STE 4, LB 1, LB 3, LB, SF 28 E, SF 28 F, SF, STE 9 E, SF 28 A, SF 55 H, STE 18, STE 11, STE 11 K, STE 19, STE 2 A, STE 3, STE 3, STE 7, STE 7 C, STE 7, STE 7, STE 92, CAI 16, CAI 21, LB 3, LB 2, STE 11 A, STE 16 A, STE 16, STE 15, STE 17 C, STE 5, STE 9, STE, STE 11 B, STE 13, STE 13, STE 13 A, STE 16, STE 17 A, STE 17
Shellweg	""	way	96747989	highway	residential	-68.9216575	12.1500632	22	0.2	Shellweg	Curaçao	""	Curaçao	The Netherlands	nl	Shellweg, Curaçao, Curaçao, Nederland	-68.9225961	12.1497854	-68.9204166	12.1502443	""	""	
Shawneeweg	""	way	49285302	highway	residential	-68.8966988	12.1446316	22	0.2	Shawneeweg	Curaçao	""	Curaçao	The Netherlands	nl	Shawneeweg, Curaçao, Curaçao, Nederland	-68.8985676	12.1442917	-68.8946907	12.1457285	""	""	
Shastaweg	""	way	49285449	highway	residential	-68.8985838	12.1454919	22	0.2	Shastaweg	Curaçao	""	Curaçao	The Netherlands	nl	Shastaweg, Curaçao, Curaçao, Nederland	-68.8998264	12.1434917	-68.8970182	12.1470755	""	""	
Shakespearstraat	""	way	23404607	highway	residential	-70.0302596	12.5121091	22	0.2	Shakespearstraat	Aruba	""	Aruba	The Netherlands	nl	Shakespearstraat, Aruba, Aruba, Nederland	-70.0304522	12.5119262	-70.0300671	12.5122920	""	""	SHA 2
Shakespearestraat	""	way	38235084	highway	residential	-70.0275008	12.5123440	22	0.2	Shakespearestraat	Aruba	""	Aruba	The Netherlands	nl	Shakespearestraat, Aruba, Aruba, Nederland	-70.0300671	12.5122817	-70.0251806	12.5131196	""	""	HGS 4, SHA 1, SHA 9, VO 14, BEA 33, SHA 15, SHA 26, SHA 22, SHA 5, SHA 7, SHA 13, SHA 3, SHA 6, SHA 4, SHA 7 A, SHA 24, SHA 11, SHA 9, SHA 1
Seventh Street	""	way	25566465	highway	residential	-69.8804535	12.4188313	22	0.2	Seventh Street	Aruba	""	Aruba	The Netherlands	nl	Seventh Street, Sero Colorado, Aruba, Aruba, Nederland	-69.8815556	12.4175624	-69.8798718	12.4203730	""	""	SCO 279, SCO 278, SCO 277
Seru Pretu	""	node	3196517979	place	neighbourhood	-68.8410624	12.1346824	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Seru Pretu, Curaçao, Curaçao, Nederland	-68.8410624	12.1346824	-68.8410624	12.1346824	""	""	""
Seru Pretu	""	node	3196411034	place	neighbourhood	-68.9592114	12.1217206	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Seru Pretu, Curaçao, Curaçao, Nederland	-68.9592114	12.1217206	-68.9592114	12.1217206	""	""	""
Seru Mahuma	""	node	3196517978	place	neighbourhood	-68.9571990	12.1762485	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Seru Mahuma, Curaçao, Curaçao, Nederland	-68.9571990	12.1762485	-68.9571990	12.1762485	""	""	""
Seru Bottelier	""	way	26993398	highway	residential	-68.8854149	12.0991148	22	0.2	Seru Bottelier	Curaçao	""	Curaçao	The Netherlands	nl	Seru Bottelier, Curaçao, Curaçao, Nederland	-68.8861971	12.0976004	-68.8848067	12.1005786	""	""	16, K80, 13, 18, 14
Seru Boca Estate	""	way	99640499	highway	residential	-68.8454964	12.0726758	22	0.2	Seru Boca Estate	Curaçao	""	Curaçao	The Netherlands	nl	Seru Boca Estate, Curaçao, Curaçao, Nederland	-68.8515435	12.0674483	-68.8413719	12.0757596	""	""	45
Sero Tijshi	""	way	30283665	highway	residential	-69.9930959	12.4988569	22	0.2	Sero Tijshi	Aruba	""	Aruba	The Netherlands	nl	Sero Tijshi, Aruba, Aruba, Nederland	-69.9957664	12.4952477	-69.9897190	12.4996713	""	""	MAH 29 B, MAH, MAH 24, MAH 36 G, SGR 34 D, SGR 34 C, STJ 5, MAH 25 A, MAH 27 B, MAH 28 A, MAH 30, MAH 24 B, MAH 26 A, STJ 4, MAH 26 B, MAH 27 C, MAH 29 B, MAH 29 A, MAH 29 B, STJ 2, MAH 24 D, MAH 26 A, MAH 26 D, MAH 26 C, MAH 27, MAH 27, MAH 36 E, STJ 6, STJ 5 A, STJ Z/N, MAH 28, MAH 31, MAH 29, MAH, STJ 1 B, STJ 8, STJ 1, MAH 24 B, MAH 26 B, MAH 30 A, MAH 28 C, MAH 28 B, MAH Z/N, MAH 28 A, SGR 34 A, SGR Z/N, SGR, STJ 3, MAH 24 A, MAH 26 D, MAH 26, MAH 36 G
Sero Largoweg	""	way	165825636	highway	residential	-69.8886572	12.4402938	22	0.2	Sero Largoweg	Aruba	""	Aruba	The Netherlands	nl	Sero Largoweg, Aruba, Aruba, Nederland	-69.8896747	12.4397109	-69.8874428	12.4404238	""	""	BDW 11, SLW 15, SLW 13, SLW 11, SLW 18, SLW 25, SLW 17, SLW 5, SLW 6, SLW 23, SLW 1, SLW 19, SLW 27, SLW 10, SLW 21, SLW 14
Sero Grandiweg	""	way	85944852	highway	residential	-69.8895567	12.4412091	22	0.2	Sero Grandiweg	Aruba	""	Aruba	The Netherlands	nl	Sero Grandiweg, Aruba, Aruba, Nederland	-69.8904149	12.4408738	-69.8853578	12.4420919	""	""	JMX 2 C, JMX 4 B, JMX 4 C, JMX 6 C, JMX 7 A, JMX 8 D, JMX 8, JMX 7 E, SGW 22, SGW 29, JMX 10 C, JMX 10 A, JMX 10, JMX 2 B, JMX 5 C, JMX 9 D, SGW 12, SGW 18, SGW 4, SGW 6, JMS 34, JMS 36, JMS 36, JMX 10 E, JMX 10 B, JMX 2 A, JMX 2 D, JMX 2, JMX 2 E, JMX 3 C, JMX 3 A, JMX 3, JMX 4 A, JMX 3 E, JMX 4, JMX 5 B, JMX 6 A, JMX 6 B, JMX 6, JMX 6 D, JMX 6 E, JMX 7 D, JMX 7 C, JMX 8 C, JMX 8 E, JMX 7, JMX 9 A, JMX 9 B, JMX 9, JMX 9 E, SGW 10, SGW 17, SGW 19, SGW 22, SGW 5, SGW 5, SGW 8, SGW 7, SGW 9, SGW, SWG z/n, JMS Z/N, JMS Z/N, JMX 10 D, JMX 3 B, JMX 3 D, JMX 4 E, JMX 5, JMX 5 A, JMX 4 D, JMX 7 B, JMX 8 A, JMX 8 B, JMX 9 C, SGW 14, SGW 18, SGW 14 A, SGW 21, SGW 3, SGW 3 A, JMS 46
